`` The low,-111.81893109273649,-116.19177321528052,-111.6120812663429,T
The compan,-84.11100882790554,-80.30477357078726,-79.33018448901204,T
The compan,-116.27508166482167,-119.96997742579215,-108.42805113030023,T
`` Lemmink,-54.72671028916039,-58.6226690815381,-50.40200859256378,T
The soluti,-33.21080881686525,-38.26963626354188,-32.67802137721022,T
These incl,-95.29305515336713,-102.83450655358915,-84.36989767859862,T
Marimekko ,-33.737904502776026,-36.88227780106183,-39.01340576436774,P
The sellin,-117.38142608180264,-116.88289537364993,-101.62987787078168,T
In June it,-88.66050171564488,-89.82988722236692,-76.49849398319955,T
The agreem,-50.10524903635493,-51.978532186435885,-45.375861096890745,T
In the sec,-39.61259010008409,-44.107120113261146,-48.44014791867558,P
With the a,-52.51692502684097,-62.111225002144415,-53.30919970686817,P
Hearst wil,-52.75262926313838,-57.59304966435694,-54.485139143377005,P
Tallink Si,-141.63713765712038,-132.06872317704997,-140.90812905493448,N
Thanks to ,-83.25266167806659,-89.38762773320808,-86.27655498857361,P
Earnings p,-43.86711718240036,-47.91878661470103,-52.22440503125373,P
The change,-44.444026176117525,-45.17613742311158,-42.138832077314994,T
BasWare In,-133.39949116928827,-141.362417096347,-125.65025593769717,T
The Group ,-46.03984665850375,-46.049192553518594,-46.10104679546292,P
The Innova,-143.35309624465782,-141.2930770629055,-133.22100158301595,T
CHS Expo F,-122.46824299278066,-122.13671774675359,-111.12759015288019,T
It therefo,-55.994929116742895,-61.77475276552321,-54.673713392349065,T
Digia said,-34.008689213067186,-36.85102525755773,-38.88868500142537,P
The number,-50.287570593148885,-49.80947848606636,-44.620885658120585,T
The group ,-25.757512950660463,-28.658418856689725,-24.77145676113567,T
The Commis,-64.32535451786597,-68.89114690961668,-66.36149673257317,P
Another fi,-49.140168140311346,-48.64632767626069,-45.63434013844839,T
The facili,-49.81883442611785,-54.55079737516805,-45.81426710185414,T
QPR Proces,-81.22349013899178,-80.44090574511183,-71.37036277044842,T
Having a C,-114.97230782763503,-129.24240921661502,-118.59093214398887,P
The metal ,-63.88960094474285,-75.4445384228133,-73.93938595996035,P
Kiosk and ,-43.47643635277117,-39.65593062466177,-43.18504590473971,N
( I&H ) in,-15.28352614191932,-17.812376153103727,-16.948985032532075,P
Finnish in,-128.96698406461962,-129.1119804034455,-113.47110077052118,T
Budapest  ,-157.27111740775084,-145.21846642271393,-152.89635154647755,N
One of the,-67.04416644140235,-71.08871864890742,-63.31075355477787,T
Because ex,-179.4779706700425,-180.48865502180496,-171.11260279650824,T
The respon,-47.060726598631504,-50.32030410983236,-50.286105098042476,P
The measur,-35.75675135723962,-35.24453191167556,-38.212896899674604,N
Rapala Fis,-26.006683387725175,-28.0808539811823,-24.74027169629146,T
The ground,-66.51015657520362,-64.95932127689234,-57.850581668962455,T
The compan,-42.998668513709795,-41.81591636886604,-37.31958330291976,T
`` Demand ,-28.060098043654513,-32.30907709798346,-29.35861963036967,P
Finnish pr,-72.18735826887838,-76.60242055961055,-69.36713912870209,T
Most of th,-17.298429162461584,-19.421814065537827,-15.901666038251511,T
The price ,-34.24493398374303,-34.43730880383273,-30.200802390090104,T
The transa,-43.05035195746027,-44.012639451351355,-37.415848379944435,T
According ,-54.995366183623894,-60.07651935430598,-57.17873945429815,P
The e-comm,-69.73777187712524,-71.80718363745166,-65.72596133286899,T
Mr Clausen,-72.33041122671612,-73.8995285839674,-67.83411232699645,T
The figure,-35.83679406491316,-37.372763617524825,-33.03710071138588,T
Elcoteq ex,-33.28240733258478,-33.47830649251696,-37.14435462083804,P
No financi,-34.30209239758298,-34.542669319490564,-27.79858745614722,T
The other ,-91.4920329735181,-96.38843957224901,-90.74652526081047,T
ADP News -,-146.787584939443,-149.08746670301792,-143.66643911583117,T
Lule+Ñ mun,-75.4300344110548,-82.71591129352589,-76.24479522277962,P
This is a ,-91.289989594244,-97.11057428968222,-92.28945338032196,P
Finnish si,-77.95024162492825,-78.39685734617501,-86.66658715431224,P
The Swedis,-87.48047403549126,-89.83409473024167,-80.15855426828155,T
The share ,-43.444567191396445,-42.529608078657624,-37.479173706042836,T
Market sha,-56.58765101683175,-52.89481219568396,-56.45727867768809,N
Validating,-68.26631970766505,-77.9556519333693,-77.27734854172952,P
Tecnomen  ,-72.54627145305203,-81.70203696327772,-64.89291994190532,T
The compan,-29.770442121397053,-31.16394479368046,-28.780566795542182,T
An acquisi,-104.12355281148139,-108.60502827998678,-97.63561737073991,T
The contra,-25.420256092578832,-26.908332083862234,-23.976684101666926,T
Aspo has a,-44.18963677028479,-46.13498776940453,-42.55136208314528,T
Retail cha,-133.63235161755554,-138.63683441648317,-127.79347527759026,T
The Oxyvie,-78.27308560965466,-74.75697881581863,-72.99889830091995,T
The Costan,-106.26087077469501,-104.22045375275448,-99.83822880418137,T
The durati,-21.892536198206894,-23.318680046384543,-21.66757838160134,T
The projec,-65.18121914294949,-68.28535826800088,-60.92424385990998,T
ASSA ABLOY,-90.98940411695632,-93.44692885286169,-91.32390178528166,P
Sanoma Lea,-80.12397600147253,-80.79758068905058,-74.16619785882786,T
The new lo,-51.956383598604965,-57.45951827173241,-47.660056839785895,T
Via the mo,-51.02251503546684,-60.46256637655704,-55.838824372763376,P
( ADP News,-81.7125740037113,-90.34106739320275,-86.37860093941417,P
According ,-90.44558203849137,-88.78149192963777,-77.75028646566972,T
EPS from c,-26.74201193256115,-29.898278420349182,-29.48703592232743,P
15 Septemb,-92.77159413516823,-95.8006529073469,-91.96661505088558,T
The purcha,-23.87845168187591,-25.08512170762831,-19.34301438188852,T
The mall i,-131.81829970486942,-136.96989092825456,-120.42339669187068,T
Metsaliitt,-60.35163794343248,-60.220717742301574,-51.0117891835655,T
RusHydro h,-71.27262093256827,-75.75842735603307,-66.9055337643286,T
In 2007  t,-48.97584144571618,-49.703252232550156,-48.748512853141776,T
Altona sta,-55.61994524473461,-57.546529648722036,-51.25875534214892,T
The contra,-87.48907047809065,-93.3641892597738,-79.74575525904812,T
Fortum had,-44.457265605782894,-44.012639451351355,-40.52578586780693,T
Founded in,-68.62036977555022,-65.59531004361233,-65.50153218175522,T
Efore has ,-53.26856998757113,-55.93709173628795,-46.903083053515346,T
Finnish Ra,-64.65505085625603,-71.64346350660824,-66.60757255360016,P
Changes be,-52.99193775130593,-53.24739067385393,-50.764171374711566,T
He joined ,-53.25022084890294,-57.92952190097816,-46.82401453003965,T
`` We 're ,-77.1754966127691,-84.31210675601973,-83.6089133758142,P
`` The imp,-44.096743023392094,-43.69453288218737,-48.90862136660475,N
Liquid han,-139.35371192347577,-141.15954567028098,-125.33187187858219,T
Pharmaceut,-102.33160057116838,-100.55212416791261,-90.8409414362352,T
As a part ,-137.97318900185712,-141.11453242269607,-116.15636649680995,T
Honkaraken,-128.1798329779736,-128.33093777117682,-118.74549949482915,T
Consolidat,-37.29477846011744,-35.669456571112974,-41.00545342584299,N
Operating ,-32.64596938909508,-31.624834211046377,-42.98488626693695,N
The deal w,-16.01749531699952,-18.72866688497788,-14.26113753874738,T
Aldata Sol,-144.71026359752994,-148.44506090675867,-129.84412729670956,T
Olli-Pekka,-35.189395592583885,-35.35359953570689,-27.89343707392307,T
Sampo Bank,-40.34736545767759,-39.752223184154346,-38.93837483797081,T
Exports gr,-30.538476698365123,-36.786612275963435,-36.666372812651076,P
The share ,-48.246491216492274,-52.54192874410243,-48.832442563594,P
Metso is a,-109.44896998249962,-119.76286963373806,-106.38856961963641,T
One price ,-66.41946215526885,-76.3462140209352,-62.875229479288286,T
Ahlstrom C,-78.38535008122516,-80.55303045226346,-70.18032223429589,T
The propor,-30.055279241716605,-32.933231407056454,-33.88968184420404,P
The machin,-82.44285216128395,-88.35800831602693,-76.46583218563337,T
Diluted ea,-30.677042386840405,-35.77873798408561,-41.91208022892681,P
- Operatin,-19.611451394773386,-23.016821048163226,-25.509891475313843,P
Operating ,-39.921413269734146,-37.22280501689603,-41.59405675065165,N
Rivals say,-72.08687698575416,-66.0517660464938,-73.7452899959987,N
Companiesa,-89.09199370950356,-89.33883756903866,-79.62409893630033,T
The Austra,-89.59456092456037,-102.0052271987046,-96.88618778503205,P
` By separ,-66.83920335202491,-77.03936120149513,-69.16957493372917,P
EMSA Deput,-111.54990911279377,-101.69952662075018,-103.50868247775865,N
CapMan has,-111.65522941785294,-116.75104184126138,-96.44593201763566,T
Earnings p,-23.642764595148485,-27.812845249001075,-32.17488341611212,P
Finnish co,-94.34387934032513,-102.03655256616723,-90.61480843125297,T
The busine,-79.42068083357714,-83.61895957545978,-75.83252684116232,T
EBIT exclu,-33.66102892995565,-34.32432728048026,-40.85428993477896,P
The value ,-24.843532577919497,-26.001412439502463,-18.40097115391195,T
Currently ,-90.9986831454056,-88.59917037284382,-78.82025268675955,T
Operating ,-37.385889621217544,-35.55741827449518,-49.77287082183254,N
Pharmaceut,-85.55428570891613,-93.24301096921715,-74.10344130917878,T
Lifetree w,-51.530055032861895,-56.34028669586158,-57.50343838600133,P
Return on ,-44.83224947779119,-46.38011022743751,-46.28180681650516,P
Arvo Vuore,-81.52704201134308,-90.4862400218762,-79.44021656919685,T
Return on ,-20.325373768921033,-21.29866192517551,-22.64840763461307,P
Strong gro,-26.64403152420095,-32.3578672621529,-32.17488341611212,P
Kaleva Kus,-67.86428761404065,-68.61494141023127,-58.92440021397173,T
`` Tweeple,-54.95727930027454,-54.05797372811572,-50.550664753073406,T
The Tekla ,-56.67999449866841,-58.44034752474414,-49.859349670186184,T
In Q1 of 2,-45.97428906917969,-43.00894137737899,-53.402348997903154,N
An interna,-72.75429492034829,-71.82660172330876,-62.85226843135485,T
18 May 201,-103.87885766048713,-118.07314484319825,-105.9604535894497,P
Vaisala al,-49.432844565378915,-53.107831679861995,-56.91802653892388,P
Finnish Ra,-49.711193633856055,-58.72802959719592,-55.32250261666149,P
Each optio,-92.05252286786306,-91.84706039144373,-78.89285385532047,T
Finnish IT,-53.962450037346734,-57.64183982852638,-52.88796848349297,T
The aforem,-149.6800768971059,-151.28218815013602,-126.59609015744297,T
Performanc,-37.11772791037522,-38.17782871428876,-41.44207659968108,P
Finnish-Sw,-28.617113049889873,-34.03184369572457,-29.104839109593573,P
The compan,-133.18744879211386,-139.2391422963772,-121.18270078013303,T
The sale w,-23.51860960308401,-25.032718304197317,-22.65371415252021,T
Uponor imp,-44.689148634150506,-46.31557170629995,-50.419636490666996,P
At the beg,-74.31059201690124,-73.08742352035983,-62.8557966579691,T
The announ,-83.99517701238044,-75.57183401533736,-79.57249209561094,N
The compan,-19.762904912003204,-24.296664347264038,-19.189973456919358,T
What would,-26.229826939039384,-25.5959473313943,-24.201275195558775,T
According ,-190.43490986536764,-193.0241730054582,-179.97181442085827,T
The closin,-37.85739510657006,-39.330508224227145,-34.301510363982594,T
Finnish ne,-106.10701051743462,-105.8096195399404,-93.50705691812497,T
The 3C Exp,-102.9117379948246,-106.03787819192137,-96.59989606336106,T
With this ,-74.87991862727971,-85.40049725529313,-76.20648159406653,P
The compan,-35.4585726199825,-36.810723133819735,-34.91094910729725,T
Dragonfly ,-62.39702220007462,-62.02386646320026,-54.72832344557466,T
The Group ,-42.50334707647977,-51.013451290392304,-43.98302835163268,P
Olvi  whic,-106.62379049108101,-117.10679492230632,-117.62417507806963,P
Net profit,-25.848485031460438,-26.90823742424238,-31.7562787477767,P
The compan,-55.956501097764516,-61.83086501411613,-67.21517623596687,P
Foodservic,-77.39823870934114,-83.43075463086974,-68.74856101061282,T
Following ,-54.99579093566162,-55.0345311972257,-46.63428187507006,T
The total ,-23.384935485846384,-23.923295099424994,-20.192110584104455,T
They are r,-37.066261470805,-41.447690093889825,-34.53349666082438,T
The object,-48.83045388624621,-55.300034022379045,-54.61189084901614,P
Curators h,-36.44215856107925,-36.04674671626683,-32.957642755361746,T
Operating ,-16.127406563904106,-15.499878533126605,-17.541981275875138,N
credit 20 ,-97.13213099517392,-108.26637184155071,-98.19403703128351,P
The group ,-15.141712513774861,-16.568118534264357,-16.024391593995006,P
A quick ``,-22.853947365361517,-24.296664347264038,-21.441265255525852,T
The diesel,-31.366984745845425,-31.461779237596257,-32.15368120846151,P
Net sales ,-35.60274340202547,-33.752666972928786,-38.037759090682684,N
Okmetic re,-51.97295673232984,-54.29721279835261,-49.537487666196164,T
Production,-23.744920289251382,-26.289094511954247,-26.28071673723861,P
Finnish in,-56.29753683941135,-56.891950842936836,-55.83075810105077,T
Cramo Plc ,-89.65359590144116,-102.78175598820361,-82.9151228338208,T
Operating ,-42.08477913020226,-37.812863437651515,-50.83226239734737,N
- BEIJING ,-147.36100390575135,-165.07744311164114,-150.86271262501776,P
Since the ,-82.64145955112778,-81.4164220897134,-67.54883548464889,T
Revenues a,-29.470636068363767,-35.939314415576234,-33.54547739614308,P
The compan,-41.75091306694504,-40.96995337913394,-35.78205797207594,T
Tecnomen ',-150.27769242523007,-162.31280603026153,-136.78868433309123,T
Finnish Bo,-75.26999451742165,-78.95930120418762,-76.40498875524418,P
When the p,-33.87318433875844,-37.595907168839034,-30.859876800756336,T
The mill h,-50.79656674261905,-57.30536759190516,-48.70356938256954,T
Nokia Siem,-103.35614729570838,-124.65239605520834,-95.27456644623253,T
The revenu,-25.103586483253803,-28.23578594495919,-25.340067561532415,P
The site w,-27.32843922770749,-27.387706800622354,-22.304155210672892,T
`` Consume,-39.803305255625375,-42.22087998212331,-37.99720415451626,T
Under Finn,-66.9156216833118,-68.08021669340033,-59.67166786862794,T
The acquis,-60.01297031624783,-68.60346483716488,-62.57511170809146,P
The arrang,-44.139583182068584,-45.00218411598814,-40.26511232621514,T
Tekla will,-108.40002615941252,-107.18016554409215,-93.59874851862729,T
Pharmaceut,-102.33160057116838,-100.55212416791261,-90.8409414362352,T
Tekla Stru,-54.34059543255164,-54.224113144913,-49.876641167296235,T
Huhtamaki ,-76.10659248038657,-79.21346058460075,-70.5693589356506,T
The add-on,-103.74606580925497,-108.56645990521203,-96.74806483490944,T
Samsung cu,-79.10482788415867,-72.60969545907153,-77.2546395304861,N
This new d,-65.72198963740624,-72.90579592611978,-65.63689567205246,T
Nordea see,-39.821614183694926,-46.9191067281702,-46.18438647536766,P
The compan,-47.43813932129075,-47.45895275192955,-49.2205277692578,P
Neverthele,-37.18232866115081,-43.37317193412887,-44.49281751255503,P
We are now,-35.189395592583885,-35.353599535706884,-32.957642755361746,T
The costs ,-53.53312359575716,-55.10814301456893,-54.848044637066366,P
Union and ,-45.40761362269475,-47.78887744440946,-43.359838014197166,T
At the mom,-46.055504211666566,-47.33896057373046,-40.955813282871844,T
fi is deve,-24.977063970544016,-27.387706800622357,-25.251097320057454,P
L&T 's net,-28.075268411038202,-25.856654031175363,-31.15014294420639,N
Cramo 's m,-122.98602664384899,-132.6828273114305,-118.05044185979375,T
Stora Enso,-26.133605980456302,-27.88680006068828,-31.88434827467793,P
The exerci,-69.11246859735532,-72.36198498477988,-63.04137897347737,T
YIT CORPOR,-138.56410566074544,-137.9124295505154,-119.55411971406296,T
Rimi super,-52.41830542921626,-52.671679366995825,-46.799034088396,T
Viking Lin,-29.86290734906915,-33.56184006647883,-29.49582075188316,T
The compan,-77.20853060602425,-81.57773924660013,-72.47201038464004,T
Raffles Eq,-65.03376917055671,-63.39877157264952,-61.33559396634612,T
The Helsin,-103.02741239655553,-112.49793192943073,-119.9390802185029,P
At this gr,-56.01584090182662,-54.47953435514656,-57.45633030801488,N
The employ,-80.33755010177059,-78.85678564066203,-72.30454805339028,T
The Board ,-54.26182176058142,-53.6482368361058,-46.02596663002681,T
Nordstjern,-47.25261760644161,-48.83222705440253,-38.05412641296487,T
The firm b,-48.86850195388374,-53.06506911705998,-45.11557526585284,T
Jeder Beta,-98.29228374562625,-94.17511947599012,-95.7427420373805,N
The compan,-76.1789111888431,-81.91421148322137,-70.3644667000272,T
The compan,-153.89744297160894,-156.21360878335065,-132.51528271845942,T
Elcoteq ha,-89.53681278565251,-101.00637944019023,-82.8202260835224,T
The Insolv,-63.09016938063456,-61.3307192826403,-59.87669843666531,T
It comes c,-104.8884198025467,-107.58117630185093,-95.31121865695965,T
The soapst,-57.8556814574579,-66.11855818737688,-63.53264539849968,P
`` We are ,-84.61725767672542,-94.46280154844192,-89.22806638423089,P
A meeting ,-57.56074029312315,-57.34173523607603,-49.14896068319173,T
Earnings p,-27.999473421838076,-25.967018558502748,-32.86803059667206,N
Loss after,-31.789347518708453,-29.12728926271956,-39.46799557365907,N
ABN : 59 0,-39.58973115532732,-38.09374559707821,-30.77848439846013,T
In the Bal,-44.42201595346288,-44.64749984068421,-45.21489961869791,P
Sanoma Mag,-37.01662032800024,-40.6199474193452,-39.69348086336033,P
Operating ,-24.642730070425866,-27.868725772539573,-31.861466118251858,P
The period,-47.379621003988746,-44.28509508129103,-52.36042125682753,N
South Afri,-112.47507503874587,-123.16278433488426,-111.17771382607603,T
Profit for,-25.67558646549585,-25.529837229959526,-32.873240175113004,N
The move w,-62.31775079980532,-60.029513311930046,-65.30210515705834,N
Byline : T,-83.07965758791049,-89.3024699248678,-80.91071087113325,T
With the n,-109.23641421576632,-127.28157875738343,-115.93421774747418,P
The port f,-53.958872215998845,-57.09661277804305,-51.73395079153671,T
No other e,-25.82436183093122,-27.387706800622354,-23.55286390884022,T
Purchase i,-17.655104106400316,-18.72866688497788,-16.11607590959697,T
External n,-141.79145224929863,-128.24536856183076,-135.02793200691988,N
Deliveries,-31.62384376028321,-36.098387172608916,-31.79664297163206,P
The Filter,-96.36468252464047,-97.96150984051225,-86.29069359860857,T
Following ,-57.8556814574579,-59.56000583749478,-51.38969005460123,T
Operating ,-54.35626549736981,-48.667713864304076,-65.38499832332369,N
Net sales ,-47.4211725654181,-52.48167500368692,-56.739490017628995,P
Nokia shar,-57.8404139853271,-55.880695834397,-57.9795184013001,N
Revenue in,-47.614007162574474,-46.3045400062212,-56.69956477581868,N
Technopoli,-86.64790905423583,-93.3641892597738,-92.29242385838339,P
Operating ,-10.345891740707556,-10.64750110725245,-12.122272576596744,P
However  t,-35.68078981643658,-41.661264194187886,-36.89347676518138,P
These sect,-108.63548700912801,-115.77021258824966,-100.79649726453195,T
The compan,-145.35611133820058,-147.40234117445888,-137.7829311405513,T
The train ,-56.51091816862448,-57.45951827173241,-53.68294260712943,T
Yesterday ,-68.5803190884342,-70.90683121410858,-63.481938655472234,T
For Teleno,-83.4217898652277,-86.18953990119923,-87.1716813711666,P
Finnish fo,-61.18889837357108,-56.68622599962357,-61.890652370348796,N
In the thi,-28.411506843074022,-30.98063702357322,-36.1683215400898,P
The compan,-22.34312174159553,-24.296664347264038,-19.372295013713313,T
HELSINKI A,-99.35948686984572,-102.25914240868559,-92.69081367034966,T
The tests ,-147.19221514272502,-150.4431565038088,-135.07606001202325,T
Currently ,-63.29858005281704,-65.39463934815018,-56.3019864701924,T
Pre-tax lo,-33.990434596018574,-32.016056962439,-44.723401221646185,N
The busine,-111.86784738686991,-119.42674455907138,-104.94435685244983,T
The Elcote,-108.02585872802028,-105.12789244107519,-114.79120100066356,N
The compan,-35.13074347951731,-39.535302636873155,-33.982235855424534,T
Upon compl,-39.44219571461878,-41.16482730787399,-36.68045226643604,T
Aspo serve,-30.52730511634311,-33.407689386651576,-29.143198125149375,T
Destia Oy ,-122.92326957246249,-128.493172569404,-111.68536139653322,T
The compan,-86.66758254926717,-96.94990892883376,-78.9374966035127,T
Finnish Sc,-107.8536417553503,-104.84335457163313,-113.13384427945499,N
Gunneflo w,-30.807368957910004,-32.49139865477742,-26.14035937954369,T
The GyPSii,-69.81983683017954,-76.56935757224942,-65.30765718095832,T
Citigroup ,-80.85072367658631,-96.47545094923866,-79.81271294437049,T
The estima,-26.216587509374012,-28.325398103648876,-23.858901066010542,T
The combin,-29.662236653607,-31.482398524798995,-25.343776255802876,T
The indexe,-43.95678074043728,-47.095730263849525,-41.19617621307636,T
The device,-77.14399208488668,-80.57443713773637,-69.0922869145436,T
The govern,-65.62463750199623,-69.58429409017661,-57.25613233481573,T
Foundries ,-81.71301313442945,-91.95224174668174,-98.51635744473396,P
Currently ,-27.88018322689112,-29.7386482747573,-25.331072549071088,T
Konecranes,-56.86759311256321,-48.37708229651563,-57.30651802978621,N
Cameco typ,-73.10099865562471,-74.66189984921806,-69.64710312430799,T
Alma Media,-51.41195793133475,-54.31814066800717,-52.9482179310217,P
Jun. 25  2,-65.9404904514147,-66.94523676056134,-61.30944533476019,T
9 Septembe,-97.60901782542,-103.07796810559898,-111.6150907522551,P
The partie,-64.61178973356574,-68.51419984042973,-57.602201959987035,T
Finnish sh,-59.31527387264453,-56.26114485893841,-65.95262199046417,N
Thanks to ,-117.32518636347979,-128.98289802112996,-115.3140573518419,T
Okmetic 's,-98.41144743965701,-105.91725020413276,-96.81931973808076,T
`` We have,-81.6997941171209,-87.17205401720368,-83.51947595981632,P
ENP Newswi,-113.70493767252407,-111.47586919378922,-96.87855221500186,T
Tieto offe,-106.3105097458798,-125.12239968445408,-107.79735471434255,P
The effect,-16.38213843058743,-16.78275673592257,-14.384035675070535,T
AHMS will ,-112.23626300970385,-121.11143673117103,-104.54424237494165,T
Operating ,-30.59673428755861,-29.992845473090384,-42.76904201810434,N
The group ,-116.86971345484613,-120.26958847555137,-105.12227380499631,T
Operating ,-16.127406563904106,-15.499878533126605,-17.541981275875138,N
As a resul,-58.03928457503494,-63.77405843739893,-66.56156789938558,P
Sampo Grou,-84.28648346121884,-87.39292741998334,-78.53453329349765,T
The partie,-43.070971244663006,-44.01263945135136,-37.92309618236254,T
Nokia Mult,-25.598927976359587,-25.676307033458503,-30.793531575079335,P
LIGHTS OUT,-80.75799225944267,-77.95565193336928,-74.43576694800277,T
TELE2 Affa,-79.19075699990321,-87.745399997951,-81.16896977176698,P
Demand see,-35.6232199646151,-39.176357544399885,-43.0470601617658,P
Separately,-100.52588757873211,-115.73789594338542,-99.91540508147523,T
Production,-30.139539585334347,-31.857091974240408,-25.373632163489884,T
According ,-93.88368977417362,-94.66794312304246,-87.39044563158195,T
The compan,-28.781741079633537,-29.343923658801128,-30.85962193015884,P
However  i,-45.43085778595103,-45.68965993229191,-47.35430975993647,P
The first ,-56.86165837704338,-59.944424921520415,-51.70821201953862,T
Price talk,-52.393101250217235,-56.830909612310045,-50.610020694884305,T
The value ,-24.843532577919497,-26.001412439502463,-18.40097115391195,T
This solut,-67.97191313632933,-71.39887357721126,-66.57152762020256,T
The compan,-49.4676293103649,-53.72611663109542,-45.79882720395742,T
Operating ,-26.614180828730383,-24.974894347723495,-33.838321071156585,N
We succeed,-73.7170119879062,-84.51855600343362,-75.11993727832713,P
According ,-47.72168756339776,-56.36090598306431,-48.682028805729864,P
Steek  whi,-34.04426328828088,-35.64128160815867,-31.552005431398726,T
The fair v,-34.30431719361519,-36.17350780307703,-31.196349037377548,T
Pharmaceut,-118.36181466057569,-117.87020399920155,-106.42351476375397,T
Another no,-60.89294480329836,-61.330719282640295,-54.16958817191642,T
The eviden,-36.72984063353103,-36.04674671626683,-33.296618122201075,T
Known as P,-102.70446968821766,-111.0389605637905,-101.97004989130808,T
The MET is,-58.2820583506498,-60.41442855076614,-52.078585807835516,T
Trading un,-105.99477206793512,-110.88741066566331,-98.47885208015559,T
The new Kr,-104.64626943414531,-110.80005212671912,-95.61476698825342,T
STORA ENSO,-109.4681058126335,-116.4466654649093,-110.28449552671364,P
The share ,-28.54933303482813,-29.354662973760203,-26.47110094145592,T
`` The ann,-83.76402508081839,-90.59160053753402,-84.20900930287732,P
Via the ta,-67.31877643228678,-73.30169158321178,-65.08787795079695,T
The portfo,-91.94664738479763,-92.0060657756206,-86.52517161532057,T
About 72 %,-113.92506312621258,-116.9391419500071,-106.21037581969601,T
In 2007  a,-43.735633482385495,-44.4911484302531,-43.74960421276223,P
In January,-41.71644386532339,-46.67256364462934,-51.31256474588074,P
